application_id,age,gender,visa_type,documents_submitted,visa_granted,rejection_reason
AUS108908,28,Other,Student Visa,"Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,IELTS requirement not met
AUS108909,43,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, Birth Certificate",No,Unclear travel purpose
AUS108910,22,Female,Work Visa,"Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Unclear travel purpose
AUS108911,40,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108912,31,Female,Student Visa,"Passport, Bank Statement, Medical Certificate, English Proficiency",No,Missing documents
AUS108913,38,Male,Work Visa,"Passport, Job Offer Letter, Medical Certificate, Police Clearance, Work Experience Letters",No,Employer not verified
AUS108914,32,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108915,24,Male,Visit Visa,"Passport, Travel Insurance, Itinerary, Invitation Letter",No,Failed health requirements
AUS108916,31,Male,Visit Visa,"Passport, Bank Statement, Itinerary, Invitation Letter",No,Missing documents
AUS108917,31,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Work Experience Letters",No,Invalid or expired passport
AUS108918,29,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate",No,Failed health requirements
AUS108919,52,Other,Visit Visa,"Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,IELTS requirement not met
AUS108920,56,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108921,37,Female,Work Visa,"Passport, Job Offer Letter, Medical Certificate, Police Clearance, Work Experience Letters",No,Failed health requirements
AUS108922,46,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Insufficient funds
AUS108923,48,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS108924,34,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Failed health requirements
AUS108925,46,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108926,18,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate",No,Unclear travel purpose
AUS108927,27,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Employer not verified
AUS108928,46,Male,Work Visa,"Passport, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Missing documents
AUS108929,43,Female,Work Visa,"Job Offer Letter, Bank Statement, Police Clearance, Work Experience Letters",No,Failed health requirements
AUS108930,36,Male,Work Visa,"Job Offer Letter, Bank Statement, Medical Certificate, Work Experience Letters",No,No strong home-country ties
AUS108931,58,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Missing documents
AUS108932,59,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Invitation Letter",No,Missing documents
AUS108933,35,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS108934,45,Female,Student Visa,"Passport, Offer Letter, Bank Statement, English Proficiency, Birth Certificate",No,No strong home-country ties
AUS108935,19,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Failed health requirements
AUS108936,33,Female,Work Visa,"Passport, Job Offer Letter, Medical Certificate, Police Clearance",No,Inconsistent information
AUS108937,22,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary",No,Employer not verified
AUS108938,24,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS108939,53,Male,Student Visa,"Passport, Offer Letter, Medical Certificate, English Proficiency, Birth Certificate",No,Missing documents
AUS108940,21,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108941,42,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS108942,45,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108943,48,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Work Experience Letters",No,No strong home-country ties
AUS108944,52,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS108945,41,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance",No,Insufficient funds
AUS108946,57,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance",No,IELTS requirement not met
AUS108947,46,Other,Student Visa,"Passport, Offer Letter, Medical Certificate, Birth Certificate",No,Unclear travel purpose
AUS108948,43,Female,Student Visa,"Passport, Offer Letter, Medical Certificate, English Proficiency, Birth Certificate",No,IELTS requirement not met
AUS108949,49,Other,Student Visa,"Offer Letter, Bank Statement, English Proficiency, Birth Certificate",No,Failed health requirements
AUS108950,40,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108951,52,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, Birth Certificate",No,Invalid or expired passport
AUS108952,39,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS108953,44,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Suspicious travel history
AUS108954,58,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS108955,53,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108956,56,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS108957,27,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS108958,42,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS108959,45,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Birth Certificate",No,Failed health requirements
AUS108960,39,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary",No,Employer not verified
AUS108961,33,Other,Work Visa,"Passport, Job Offer Letter, Medical Certificate, Work Experience Letters",No,IELTS requirement not met
AUS108962,33,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,IELTS requirement not met
AUS108963,36,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108964,41,Female,Student Visa,"Passport, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Employer not verified
AUS108965,36,Other,Visit Visa,"Passport, Travel Insurance, Invitation Letter",No,No strong home-country ties
AUS108966,35,Other,Work Visa,"Passport, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Unclear travel purpose
AUS108967,58,Other,Visit Visa,"Passport, Bank Statement, Itinerary",No,Suspicious travel history
AUS108968,37,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Incorrect application form
AUS108969,34,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS108970,32,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108971,53,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary",No,Invalid or expired passport
AUS108972,30,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS108973,18,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS108974,29,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,No strong home-country ties
AUS108975,56,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS108976,26,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108977,56,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108978,55,Male,Student Visa,"Passport, Bank Statement, Medical Certificate, Birth Certificate",No,Academic documents incomplete
AUS108979,48,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS108980,18,Male,Visit Visa,"Passport, Bank Statement, Itinerary",No,Invalid or expired passport
AUS108981,42,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Invitation Letter",No,Missing documents
AUS108982,26,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS108983,54,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108984,21,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Work Experience Letters",No,Insufficient funds
AUS108985,35,Female,Work Visa,"Passport, Bank Statement, Medical Certificate, Work Experience Letters",No,Insufficient funds
AUS108986,23,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS108987,28,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS108988,41,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108989,21,Other,Student Visa,"Passport, Offer Letter, Medical Certificate, English Proficiency, Birth Certificate",No,Insufficient funds
AUS108990,40,Male,Work Visa,"Passport, Job Offer Letter, Medical Certificate, Police Clearance, Work Experience Letters",No,Inconsistent information
AUS108991,50,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS108992,28,Male,Student Visa,"Passport, Offer Letter, Bank Statement, English Proficiency, Birth Certificate",No,Academic documents incomplete
AUS108993,19,Male,Work Visa,"Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Inconsistent information
AUS108994,43,Other,Student Visa,"Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Unclear travel purpose
AUS108995,56,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Invitation Letter",No,Missing documents
AUS108996,19,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS108997,27,Male,Visit Visa,"Passport, Bank Statement, Itinerary, Invitation Letter",No,No strong home-country ties
AUS108998,56,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Police Clearance, Work Experience Letters",No,Inconsistent information
AUS108999,26,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Invalid or expired passport
AUS109000,21,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS109001,31,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS109002,50,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS109003,53,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS109004,30,Other,Work Visa,"Passport, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Missing documents
AUS109005,43,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Police Clearance, Work Experience Letters",No,Invalid or expired passport
AUS109006,28,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,No strong home-country ties
AUS109007,59,Female,Work Visa,"Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance",No,Unclear travel purpose
AUS109008,32,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS109009,53,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary",No,Suspicious travel history
AUS109010,22,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS109011,35,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Invitation Letter",No,No strong home-country ties
AUS109012,28,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance",No,Suspicious travel history
AUS109013,47,Male,Visit Visa,"Passport, Travel Insurance, Itinerary, Invitation Letter",No,Inconsistent information
AUS109014,36,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS109015,21,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS109016,18,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS109017,36,Female,Work Visa,"Passport, Bank Statement, Police Clearance, Work Experience Letters",No,Academic documents incomplete
AUS109018,26,Male,Student Visa,"Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Missing documents
AUS109019,40,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
